timestamp,x,y,z
336743462759,0.75,0.125,-0.375
336743477120,0.875,-0.1875,-0.25
336743499572,0.5,-0.0625,-0.375
336743522725,0.5625,0.0625,-0.375
336743537050,0.125,0.25,-0.1875
336743559572,0.375,-0.1875,-0.1875
336743582698,0.6875,-0.625,-0.1875
336743597117,0.3125,-0.1875,0
336743620504,-0.0625,0.1875,0.125
336743642725,-0.6875,0.4375,0.1875
336743672113,0,0.125,0.0625
336743679538,-0.1875,0.125,0.25
336743702710,0.3125,-0.125,0
336743723826,-0.1875,0.125,0.25
336743739868,-0.25,0.25,0.0625
336743762807,-0.3125,0.125,-0.125
336743783800,-0.1875,-0.25,-0.1875
336743799581,0,-0.3125,-0.1875
336743822730,-0.1875,0.0625,0
336743843762,-0.375,0.1875,-0.0625
336743859602,-0.3125,0.125,-0.25
336743882101,0.0625,0.0625,-0.25
336743903843,-0.25,0.125,0.125
336743919612,-0.3125,0.3125,0
336743942190,-0.6875,0.1875,0.125
336743963847,-0.5625,0.125,-0.0625
336743979597,-0.6875,0.125,-0.125
336744002131,-0.4375,0.125,0
336744023814,-0.625,0.125,0.0625
336744039591,-0.75,0.1875,0.0625
336744062087,-0.5,0.1875,0
336744085239,-0.5,-0.0625,0.0625
336744099558,-0.125,0,0.0625
336744122254,-0.25,0,0.0625
336744145378,-0.1875,0,-0.125
336744159608,-0.3125,-0.0625,-0.3125
336744182268,0.1875,-0.0625,-0.0625
336744205254,0.375,-0.1875,-0.125
336744219585,-0.0625,-0.1875,0.1875
336744242057,-0.0625,-0.125,0
336744265281,-0.0625,0.0625,-0.125
336744279619,0.1875,0.0625,-0.375
336744302098,-0.25,-0.0625,0
336744325228,-0.3125,0.0625,-0.0625
336744339574,-0.1875,0.125,-0.0625
336744362666,-0.125,0.0625,0
336744385272,0.0625,-0.0625,-0.125
336744406322,0.25,-0.1875,0.0625
336744422094,0.3125,0.125,-0.0625
336744445264,-0.0625,0.1875,-0.125
336744459653,0.125,0.4375,-0.1875
